Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Đường Gia Thụy, Phường Gia Thụy, Long Biên, Hà Nội",60.0,5.0,3.0,,,6.0,6.0,5.0,Have certificate,,8.0
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",38.5,4.1,1.5,,,4.0,3.0,3.0,Have certificate,Full,6.5
"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",30.0,,2.0,,,4.0,4.0,4.0,Have certificate,Full,6.25
"Ngõ 75, Đường Hồ Tùng Mậu, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",36.0,,3.0,,,4.0,,,Have certificate,Full,5.25
"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",33.0,,2.2,,,4.0,4.0,3.0,Have certificate,Full,4.05
"Phường Ngọc Lâm, Long Biên, Hà Nội",50.0,,,,,1.0,,,,,5.1
"Đường Yên Lũng, Xã An Khánh, Hoài Đức, Hà Nội",40.0,,,,,4.0,,,Have certificate,,4.2
"Xã An Khánh, Hoài Đức, Hà Nội",42.0,,,,,4.0,,,,,4.15
"Phố Khâm Thiên, Phường Trung Phụng, Đống Đa, Hà Nội",28.0,2.7,,Tây - Bắc,,4.0,3.0,2.0,Have certificate,Full,3.68
"Đường Thanh Nhàn, Phường Quỳnh Lôi, Hai Bà Trưng, Hà Nội",28.0,,,,,4.0,4.0,2.0,Have certificate,Full,4.5
"Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",45.0,,,,,5.0,5.0,5.0,Have certificate,,4.5
"Đường Nguyễn Thái Học, Thị trấn Phùng, Đan Phượng, Hà Nội",65.8,4.8,3.0,Tây - Bắc,,5.0,6.0,4.0,Have certificate,Full,5.0
"Xã Liên Ninh, Thanh Trì, Hà Nội",35.0,4.8,,,,4.0,4.0,3.0,Have certificate,,3.3
"Phường Ngọc Thụy, Long Biên, Hà Nội",30.0,4.35,,Tây - Nam,,4.0,2.0,3.0,,,4.1
"Đường Phúc Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",80.0,,2.5,,,4.0,6.0,,Have certificate,Full,9.5
"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",38.0,,,,,4.0,4.0,,Have certificate,,9.8
"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",30.0,4.6,,,,6.0,3.0,,Have certificate,,5.85
"Đường 3, Xã Mai Lâm, Đông Anh, Hà Nội",89.0,,,,,4.0,,,,,5.5
"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",45.0,41.0,2.0,,,5.0,7.0,8.0,Have certificate,Full,6.9
"Phố Bạch Mai, Phường Bạch Mai, Hai Bà Trưng, Hà Nội",25.0,3.0,2.0,,,4.0,3.0,3.0,Have certificate,,3.5
"Đường Lê Hồng Phong, Phường Hà Cầu, Hà Đông, Hà Nội",40.0,4.5,,,,5.0,4.0,,Have certificate,Full,7.6
"Phố Trần Cung, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",45.0,4.0,,,,6.0,9.0,6.0,Have certificate,Full,9.4
"Đường Tô Hiệu, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",50.0,4.0,30.0,,,1.0,1.0,1.0,Have certificate,,7.7
"Đường Ngô Thì Nhậm, Phường Quang Trung, Hà Đông, Hà Nội",50.0,5.0,5.0,,,5.0,,,Have certificate,Full,8.6
"Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội",45.0,4.6,,,,5.0,,,Have certificate,Full,9.9
"Đường Nhổn, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",89.0,,,,,3.0,3.0,3.0,Have certificate,,9.3
"Đường Tô Hiệu, Phường Nguyễn Trãi, Hà Đông, Hà Nội",52.0,,,,,3.0,2.0,,Have certificate,,7.1
"Đường Xuân Phương, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",45.0,,,,,4.0,,,Have certificate,,4.7
"Ngõ 124, Đường Hòe Thị, Phường Phương Canh, Nam Từ Liêm, Hà Nội",40.0,,,,,,,,Have certificate,Full,5.1
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",35.0,4.0,3.0,,,5.0,4.0,4.0,Have certificate,Full,5.0
"Phố Hương Viên, Phường Đồng Nhân, Hai Bà Trưng, Hà Nội",20.0,34.0,25.0,Đông - Bắc,Đông - Bắc,4.0,3.0,3.0,Have certificate,Full,3.68
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",50.0,,,,,6.0,3.0,5.0,Have certificate,,8.9
"Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",40.0,5.0,2.0,,,4.0,4.0,4.0,Have certificate,Full,6.0
"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",40.0,,,,,6.0,,,Have certificate,,6.5
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",45.0,4.0,4.0,,,4.0,4.0,4.0,Have certificate,Full,5.5
"Đường Ngô Gia Tự, Phường Thượng Thanh, Long Biên, Hà Nội",55.0,,3.0,,,4.0,4.0,3.0,Have certificate,Full,5.5
"Ngõ 328, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",65.0,4.0,3.0,,,3.0,9.0,5.0,Have certificate,Full,8.8
"Đường Tây Tựu, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",36.0,3.8,2.0,,,5.0,6.0,4.0,Have certificate,Full,4.3
"Đường Tân Thụy, Phường Phúc Đồng, Long Biên, Hà Nội",45.0,,8.0,,,5.0,5.0,5.0,Have certificate,Full,7.5
"Đường Trương Định, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",25.0,,,,,,,,Have certificate,,3.4
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",40.0,,,,,4.0,,,Have certificate,Basic,4.6
"Ngõ 141, Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",50.0,3.7,3.0,,,5.0,6.0,,Have certificate,,7.5
"Dự án Sài Đồng, Phố Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội",55.0,10.0,5.0,,,5.0,4.0,3.0,Have certificate,Full,9.49
"Đường Tây Sơn, Phường Quang Trung, Đống Đa, Hà Nội",36.0,5.8,4.0,,,6.0,3.0,3.0,,Full,7.4
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",43.0,,,,,4.0,4.0,3.0,,,5.5
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",58.0,,,,,5.0,4.0,4.0,,,5.8
"Đường Cầu Diễn, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",61.0,4.0,,,,3.0,,,,,7.9
"Đường Vương Thừa Vũ, Phường Khương Mai, Thanh Xuân, Hà Nội",55.0,,,,,4.0,4.0,,Have certificate,Full,7.5
"Đường Phương Canh, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",35.0,3.3,3.0,,,4.0,4.0,3.0,Have certificate,Full,5.0
"Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",33.0,,,,,5.0,3.0,4.0,Have certificate,Full,3.7
"Đường Thọ Am, Xã Liên Ninh, Thanh Trì, Hà Nội",35.0,5.0,2.0,,,4.0,4.0,2.0,Have certificate,Basic,3.5
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",40.0,4.0,3.0,,,4.0,3.0,3.0,Have certificate,,6.2
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",30.0,,2.0,Đông,Đông,5.0,3.0,4.0,Have certificate,Full,5.0
"Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",50.0,,,,,3.0,4.0,3.0,Have certificate,Full,7.5
"Ngõ 255, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",37.0,,,,,4.0,5.0,3.0,Have certificate,Full,8.4
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",51.0,5.8,,,,4.0,4.0,,Have certificate,Full,9.0
"Xã An Khánh, Hoài Đức, Hà Nội",41.0,6.0,3.0,,,4.0,3.0,4.0,Have certificate,Full,3.45
"Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",33.0,,,,,5.0,3.0,4.0,Have certificate,,4.1
"Ngõ 376, Đường Bưởi, Phường Vĩnh Phúc, Ba Đình, Hà Nội",36.0,4.3,,,,6.0,4.0,5.0,Have certificate,,9.3
"Phố Gia Quất, Phường Thượng Thanh, Long Biên, Hà Nội",48.0,,,,,4.0,4.0,3.0,Have certificate,,5.8
"Đường Đê Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",30.0,32.0,10.0,,,4.0,2.0,3.0,Have certificate,Basic,4.51
"Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",88.0,,5.0,,,,,,Have certificate,,6.0
"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",55.0,5.0,,,,4.0,,,Have certificate,,9.0
"Ngõ 175, Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",50.0,3.5,2.0,,,4.0,4.0,4.0,Have certificate,Full,8.5
"Đường Thọ Am, Xã Ngũ Hiệp, Thanh Trì, Hà Nội",45.0,,,,,3.0,3.0,3.0,Have certificate,,3.29
"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",50.0,5.0,4.0,,,4.0,,,Have certificate,Full,6.9
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",33.0,4.0,6.0,,,5.0,4.0,4.0,Have certificate,Full,6.9
"Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",49.0,,,,,5.0,9.0,,,,9.0
"Phố Phương Liệt, Phường Phương Liệt, Thanh Xuân, Hà Nội",45.0,,,,,6.0,7.0,7.0,Have certificate,Full,7.9
"Đường Xuân Phương, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",40.0,4.0,2.5,Tây - Nam,Tây - Nam,4.0,4.0,3.0,Have certificate,Basic,4.5
"Đường La Tinh, Xã Đông La, Hoài Đức, Hà Nội",40.0,3.5,,,,5.0,3.0,4.0,Have certificate,Basic,4.0
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",34.0,4.6,6.0,,,5.0,4.0,4.0,Have certificate,Full,8.0
"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",40.0,3.5,2.0,Tây - Bắc,,4.0,3.0,3.0,Have certificate,Full,4.2
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",35.0,6.0,3.0,Đông,Đông,4.0,3.0,3.0,Have certificate,Full,6.1
"Xã Văn Bình, Thường Tín, Hà Nội",46.5,3.87,5.0,,,2.0,2.0,1.0,Have certificate,,2.4
"Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",38.0,,,,,6.0,,,Have certificate,Full,7.28
"Đường Điện Biên Phủ, Phường Quán Thánh, Ba Đình, Hà Nội",45.0,4.5,,,,5.0,3.0,5.0,Have certificate,Full,10.0
"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",30.2,,,,,5.0,3.0,4.0,Have certificate,Basic,6.95
"Đường Hoàng Mai, Phường Trương Định, Hai Bà Trưng, Hà Nội",45.0,5.0,3.0,Tây,,5.0,6.0,4.0,Have certificate,Full,6.7
"Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",40.0,3.1,,,,5.0,7.0,5.0,Have certificate,Full,8.0
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",30.0,3.02,5.0,Đông,,5.0,3.0,4.0,Have certificate,Basic,5.28
"Đường Bế Văn Đàn, Phường Quang Trung, Hà Đông, Hà Nội",56.0,4.3,5.0,,,2.0,4.0,3.0,Have certificate,,8.35
"Đường Hoa Lâm, Phường Long Biên, Long Biên, Hà Nội",38.0,3.8,1.5,,,5.0,3.0,4.0,Have certificate,Full,4.5
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",38.0,3.5,6.0,,,4.0,3.0,3.0,Have certificate,,5.48
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",35.0,3.54,3.0,,,3.0,4.0,4.0,Have certificate,Full,4.49
"Đường Nguyễn Chính, Phường Tân Mai, Hoàng Mai, Hà Nội",30.0,,,,,5.0,3.0,4.0,Have certificate,Full,6.09
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",30.0,,3.5,,,5.0,3.0,3.0,Have certificate,Full,4.75
"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",38.0,4.5,2.0,,,4.0,3.0,3.0,Have certificate,Full,7.9
"Đường Bùi Xương Trạch, Phường Khương Trung, Thanh Xuân, Hà Nội",48.0,,,,,5.0,4.0,,,,6.9
"Phố Cự Lộc, Phường Thượng Đình, Thanh Xuân, Hà Nội",35.4,6.3,,,,4.0,,,Have certificate,,6.15
"Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",42.0,3.6,3.0,,,2.0,2.0,1.0,Have certificate,Full,4.3
"Phố Trung Liệt, Phường Trung Liệt, Đống Đa, Hà Nội",45.0,6.2,2.0,,,4.0,4.0,3.0,Have certificate,,7.68
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",30.0,3.7,3.0,Đông - Bắc,Đông - Bắc,5.0,4.0,4.0,Have certificate,Basic,4.7
"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",33.0,,,,,5.0,5.0,5.0,Have certificate,Full,4.4
"Phường Yên Phụ, Tây Hồ, Hà Nội",56.0,4.0,,,,5.0,,,Have certificate,,9.3
"Đường Tô Vĩnh Diện, Phường Khương Trung, Thanh Xuân, Hà Nội",35.0,,,,,5.0,3.0,3.0,Have certificate,Full,7.8
"Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",30.0,,3.0,,,5.0,3.0,4.0,Have certificate,Basic,5.48
"Đường Trần Khát Chân, Phường Cầu Dền, Hai Bà Trưng, Hà Nội",40.0,4.0,3.0,,,4.0,4.0,4.0,Have certificate,,7.2
"Phường Thịnh Liệt, Hoàng Mai, Hà Nội",42.0,7.0,4.0,,,6.0,,,Have certificate,,9.85
"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",35.0,4.3,3.5,Tây - Bắc,Tây - Bắc,5.0,4.0,4.0,Have certificate,,4.45
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",57.0,,,,,5.0,6.0,,Have certificate,,8.9
"Đường Cầu Tó, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",32.0,,,,,4.0,4.0,5.0,Have certificate,Full,3.85
"Phố Cự Lộc, Phường Khương Đình, Thanh Xuân, Hà Nội",38.0,6.3,,,,4.0,3.0,,Have certificate,Full,6.15
"Quang Lãm, Phú Lãm, Hà Đông, Hà Nội",38.0,,,,,2.0,,,Have certificate,,3.25
"Đường Thanh Liệt, Xã Thanh Liệt, Thanh Trì, Hà Nội",50.0,3.7,2.5,,,6.0,4.0,5.0,Have certificate,Full,6.5
"Đường Miêu Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",41.0,,,,,5.0,,,Have certificate,,4.85
"đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",48.0,4.0,,,,4.0,4.0,,Have certificate,Full,9.6
"Ngõ 207, Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",35.0,,,,,,,,,,7.5
"Đường Lãng Yên, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",50.0,,,,,3.0,3.0,3.0,Have certificate,Basic,4.95
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",35.0,,,,,5.0,,,Have certificate,Full,5.68
"Đường 422B, Xã Kim Chung, Hoài Đức, Hà Nội",42.0,4.2,,,,4.0,5.0,3.0,Have certificate,Basic,4.0
"Đường Kim Ngưu, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",55.0,,,,,4.0,4.0,,Have certificate,,9.8
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",45.0,3.8,,,,5.0,4.0,4.0,Have certificate,Full,6.5
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",37.0,4.7,,,,6.0,3.0,4.0,Have certificate,Full,8.8
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",24.0,,,,,5.0,3.0,,Have certificate,Full,5.3
"Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",32.0,,2.4,,,5.0,3.0,,Have certificate,Full,6.3
"Phường Thạch Bàn, Long Biên, Hà Nội",70.0,4.5,,,,4.0,,,Have certificate,Full,9.5
"Ngõ 175, Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",45.0,,,,,5.0,4.0,3.0,Have certificate,Full,6.2
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",30.0,6.0,3.0,,,6.0,3.0,4.0,Have certificate,Full,4.55
"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",40.0,3.7,8.0,,,2.0,2.0,2.0,Have certificate,Basic,6.65
"Phố Thợ Nhuộm, Phường Hàng Bài, Hoàn Kiếm, Hà Nội",35.0,5.5,,,,3.0,5.0,5.0,,,7.6
"Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội",33.0,5.0,50.0,,,5.0,3.0,4.0,Have certificate,Basic,4.1
"Ngách 20 ngõ 93, Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",42.0,4.2,6.0,,,4.0,,,Have certificate,Full,5.89
"Đường Nguyễn Khuyến, Phường Văn Quán, Hà Đông, Hà Nội",55.0,4.5,6.0,,,4.0,4.0,3.0,Have certificate,Basic,9.0
"Đường Quang Lãm, Phường Phú Lãm, Hà Đông, Hà Nội",38.0,,,,,4.0,,,Have certificate,,3.45
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",76.0,5.0,,,,4.0,4.0,3.0,Have certificate,Basic,8.3
"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",40.0,4.5,3.2,,,4.0,4.0,4.0,,,7.95
"Đường Khương Đình, Phường Hạ Đình, Thanh Xuân, Hà Nội",33.0,,,,,4.0,4.0,3.0,Have certificate,Full,6.15
"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",53.0,3.8,3.0,,,2.0,2.0,2.0,Have certificate,Basic,7.5
"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",32.0,3.5,,,,5.0,,,Have certificate,,6.5
"Đường Hoàng Đạo Thành, Phường Kim Giang, Thanh Xuân, Hà Nội",75.0,3.8,4.0,,,3.0,3.0,2.0,Have certificate,Full,2.4
"Đường 422B, Xã Kim Chung, Hoài Đức, Hà Nội",40.0,3.5,,,,4.0,5.0,3.0,Have certificate,Basic,4.5
"Đường Phúc Xá, Phường Phúc Xá, Ba Đình, Hà Nội",40.0,3.0,5.0,,,4.0,3.0,4.0,Have certificate,Basic,8.1
"Ngõ 38, Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",55.0,,,,,5.0,4.0,4.0,Have certificate,Full,9.8
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",34.0,,,,,4.0,3.0,3.0,,Basic,4.5
"Đường Phạm Ngọc Thạch, Phường Kim Liên, Đống Đa, Hà Nội",45.0,,,,,4.0,3.0,3.0,Have certificate,Basic,7.35
"Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",37.0,3.4,4.0,Đông - Nam,,4.0,6.0,6.0,Have certificate,,8.15
"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",62.0,,,,,4.0,7.0,,,,9.5
"Phố Bạch Mai, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",39.0,,,,,4.0,3.0,4.0,Have certificate,Full,6.8
"Đường Ngô Quyền, Phường Quang Trung, Hà Đông, Hà Nội",60.0,3.5,,Đông - Nam,,4.0,4.0,3.0,Have certificate,Basic,8.0
"Phố Cự Lộc, Phường Nhân Chính, Thanh Xuân, Hà Nội",36.0,,,,,4.0,3.0,3.0,Have certificate,Full,6.1
"Dự án Eurowindow River Park, Đường 5, Xã Đông Hội, Đông Anh, Hà Nội",157.0,4.0,12.0,Tây - Bắc,Tây - Bắc,4.0,2.0,3.0,,Full,7.5
"Đường Kim Ngưu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",35.0,,,,,5.0,,,Have certificate,Full,6.0
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",45.0,,,,,5.0,3.0,,Have certificate,,8.4
"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",35.0,3.5,3.0,Tây - Nam,,5.0,4.0,4.0,Have certificate,,3.86
"Đường Nguyễn Lương Bằng, Phường Nam Đồng, Đống Đa, Hà Nội",43.5,,,,,4.0,3.0,,Have certificate,,6.98
"Phường Định Công, Hoàng Mai, Hà Nội",35.0,,,,,4.0,,,,,5.6
"đường Đông Ngạc, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",50.0,4.4,2.5,Đông - Bắc,,4.0,3.0,4.0,,,7.3
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",64.0,4.1,2.5,,,5.0,6.0,4.0,Have certificate,Basic,7.6
"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",33.0,,3.0,,,4.0,4.0,3.0,Have certificate,Full,6.15
"Phố Cự Lộc, Phường Nhân Chính, Thanh Xuân, Hà Nội",38.0,,,,,4.0,,,Have certificate,Full,6.1
"Đường Thanh Lân, Phường Thanh Trì, Hoàng Mai, Hà Nội",35.0,,,,,5.0,3.0,4.0,Have certificate,Full,4.45
"đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",39.0,,,,,4.0,4.0,3.0,Have certificate,,4.65
"Phố Xã Đàn, Phường Kim Liên, Đống Đa, Hà Nội",24.0,,,,,5.0,3.0,,Have certificate,Full,3.88
"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",52.0,4.8,,,,3.0,4.0,3.0,Have certificate,Basic,5.2
"Thị trấn Kim Lan, Gia Lâm, Hà Nội",130.0,10.0,5.0,,,,,,,,4.8
"Phố Thạch Cầu, Phường Bồ Đề, Long Biên, Hà Nội",73.0,4.0,3.0,Bắc,Đông - Nam,2.0,2.0,2.0,Have certificate,Basic,5.1
"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",55.0,,,,,5.0,,,Have certificate,,7.1
"Xã Phụng Châu, Chương Mỹ, Hà Nội",31.0,,,,,4.0,3.0,3.0,Have certificate,,1.8
"Đường Thiên Hiền, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",45.0,4.5,,,,5.0,4.0,,Have certificate,Full,7.8
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",40.0,,,,,5.0,5.0,5.0,Have certificate,Full,8.0
"Đường Cổ Nhuế, Xã Kim Chung, Đông Anh, Hà Nội",80.0,4.5,17.0,,,3.0,4.0,3.0,Have certificate,,7.6
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",30.0,3.9,,,,5.0,,,Have certificate,,4.95
"đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",36.0,7.7,,,,5.0,,,Have certificate,,4.2
"Đường Miêu Nha, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",39.0,,,,,4.0,4.0,,Have certificate,Full,4.65
"Đường Văn Nội, Phường Phú Lương, Hà Đông, Hà Nội",37.0,3.8,4.0,,,4.0,3.0,3.0,Have certificate,Full,3.75
"Miêu Nha, Tây Mỗ, Nam Từ Liêm, Hà Nội",50.0,,,,,4.0,4.0,,Have certificate,Full,5.66
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",35.0,4.0,15.0,,,6.0,4.0,4.0,Have certificate,Full,7.6
"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",37.0,7.3,3.5,,,5.0,3.0,4.0,Have certificate,Full,7.7
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",30.0,6.0,3.0,,,6.0,3.0,4.0,Have certificate,Full,5.95
"151, Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",45.0,4.0,2.0,,,5.0,3.0,4.0,Have certificate,Full,5.15
"Ngõ Gốc Đề, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",33.0,4.0,10.0,,,5.0,3.0,4.0,Have certificate,Full,5.69
"Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",39.0,,2.0,,,,,,Have certificate,Full,7.5
"Đường Đào Tấn, Phường Liễu Giai, Ba Đình, Hà Nội",45.0,,,,,4.0,4.0,3.0,,,9.5
"Đường La Dương, Phường Dương Nội, Hà Đông, Hà Nội",33.0,,,,,5.0,4.0,5.0,Have certificate,,4.2
"Ngõ 68, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",37.0,,,,,5.0,3.0,4.0,Have certificate,Full,5.3
"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",40.0,3.5,,,,5.0,6.0,4.0,Have certificate,Full,8.85
"Phố Cự Lộc, Phường Khương Đình, Thanh Xuân, Hà Nội",36.0,,3.0,,,4.0,3.0,4.0,Have certificate,Full,6.15
"Phố Xã Đàn, Phường Phương Liên, Đống Đa, Hà Nội",30.0,,3.0,,,5.0,,,Have certificate,Full,8.38
"Đường Yên Bệ, Xã Kim Chung, Hoài Đức, Hà Nội",31.0,4.0,3.0,Đông - Nam,,5.0,4.0,4.0,Have certificate,Basic,3.3
"Phố Vũ Ngọc Phan, Phường Láng Hạ, Đống Đa, Hà Nội",40.0,4.2,3.0,Đông - Nam,Đông - Nam,6.0,7.0,5.0,Have certificate,Basic,8.8
"Đường Minh Khai, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",31.1,6.0,4.0,,,4.0,4.0,3.0,Have certificate,Basic,5.5
"Đường Hoa Bằng, Phường Yên Hòa, Cầu Giấy, Hà Nội",55.0,4.4,3.0,,,5.0,5.0,,Have certificate,Full,7.4
"Phố Mạc Thị Bưởi, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",32.0,,,,,5.0,3.0,4.0,Have certificate,Full,5.8
"Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",38.5,4.8,,Tây,,1.0,,,,,5.9
"Đường An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội",80.0,,,,,3.0,3.0,3.0,Sale contract,Full,4.8
"Phố Cự Lộc, Phường Khương Trung, Thanh Xuân, Hà Nội",38.0,6.3,3.0,,,4.0,3.0,3.0,Have certificate,Full,6.15
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",51.0,4.0,3.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Basic,8.5
